zip,compid,compname,comrate,indrate,resrate
24237,733,Appalachian Power Co.,52.6,36.59,58.52
24237,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24239,733,Appalachian Power Co.,52.6,36.59,58.52
24243,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24244,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24244,733,Appalachian Power Co.,52.6,36.59,58.52
24244,10331,Kingsport Power Co.,56.59,37.27,53.13
24245,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24245,733,Appalachian Power Co.,52.6,36.59,58.52
24248,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24250,733,Appalachian Power Co.,52.6,36.59,58.52
24251,10331,Kingsport Power Co.,56.59,37.27,53.13
24251,733,Appalachian Power Co.,52.6,36.59,58.52
24256,22053,Kentucky Power Co.,67.59,42.47,64.98
24256,733,Appalachian Power Co.,52.6,36.59,58.52
24258,10331,Kingsport Power Co.,56.59,37.27,53.13
24258,733,Appalachian Power Co.,52.6,36.59,58.52
24260,733,Appalachian Power Co.,52.6,36.59,58.52
24263,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24265,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24266,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24266,733,Appalachian Power Co.,52.6,36.59,58.52
24269,733,Appalachian Power Co.,52.6,36.59,58.52
24270,733,Appalachian Power Co.,52.6,36.59,58.52
24271,733,Appalachian Power Co.,52.6,36.59,58.52
24272,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24272,733,Appalachian Power Co.,52.6,36.59,58.52
24273,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24277,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24279,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24279,22053,Kentucky Power Co.,67.59,42.47,64.98
24279,733,Appalachian Power Co.,52.6,36.59,58.52
24280,733,Appalachian Power Co.,52.6,36.59,58.52
24281,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24282,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24283,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24283,733,Appalachian Power Co.,52.6,36.59,58.52
24290,733,Appalachian Power Co.,52.6,36.59,58.52
24290,10331,Kingsport Power Co.,56.59,37.27,53.13
24292,733,Appalachian Power Co.,52.6,36.59,58.52
24293,10171,Kentucky Utilities Co.,57.83,45.19,60.29
24293,733,Appalachian Power Co.,52.6,36.59,58.52
24301,733,Appalachian Power Co.,52.6,36.59,58.52
24311,733,Appalachian Power Co.,52.6,36.59,58.52
24312,733,Appalachian Power Co.,52.6,36.59,58.52
24313,733,Appalachian Power Co.,52.6,36.59,58.52
24314,733,Appalachian Power Co.,52.6,36.59,58.52
24315,733,Appalachian Power Co.,52.6,36.59,58.52
24316,733,Appalachian Power Co.,52.6,36.59,58.52
24317,733,Appalachian Power Co.,52.6,36.59,58.52
24318,733,Appalachian Power Co.,52.6,36.59,58.52
24319,733,Appalachian Power Co.,52.6,36.59,58.52
24322,733,Appalachian Power Co.,52.6,36.59,58.52
24323,733,Appalachian Power Co.,52.6,36.59,58.52
24324,733,Appalachian Power Co.,52.6,36.59,58.52
24325,733,Appalachian Power Co.,52.6,36.59,58.52
24326,733,Appalachian Power Co.,52.6,36.59,58.52
24328,733,Appalachian Power Co.,52.6,36.59,58.52
24330,733,Appalachian Power Co.,52.6,36.59,58.52
24333,733,Appalachian Power Co.,52.6,36.59,58.52
24340,733,Appalachian Power Co.,52.6,36.59,58.52
24343,733,Appalachian Power Co.,52.6,36.59,58.52
24347,733,Appalachian Power Co.,52.6,36.59,58.52
24348,733,Appalachian Power Co.,52.6,36.59,58.52
24350,733,Appalachian Power Co.,52.6,36.59,58.52
24351,733,Appalachian Power Co.,52.6,36.59,58.52
24352,733,Appalachian Power Co.,52.6,36.59,58.52
24354,733,Appalachian Power Co.,52.6,36.59,58.52
24360,733,Appalachian Power Co.,52.6,36.59,58.52
24361,733,Appalachian Power Co.,52.6,36.59,58.52
24363,733,Appalachian Power Co.,52.6,36.59,58.52
24366,733,Appalachian Power Co.,52.6,36.59,58.52
24368,733,Appalachian Power Co.,52.6,36.59,58.52
24370,733,Appalachian Power Co.,52.6,36.59,58.52
24374,733,Appalachian Power Co.,52.6,36.59,58.52
24375,733,Appalachian Power Co.,52.6,36.59,58.52
24377,733,Appalachian Power Co.,52.6,36.59,58.52
24378,733,Appalachian Power Co.,52.6,36.59,58.52
24380,733,Appalachian Power Co.,52.6,36.59,58.52
24381,733,Appalachian Power Co.,52.6,36.59,58.52
24382,733,Appalachian Power Co.,52.6,36.59,58.52
24401,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24413,12796,Monongahela Power Co.,59.39,41.09,72.5
24416,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24421,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24422,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24426,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24426,12796,Monongahela Power Co.,59.39,41.09,72.5
24430,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24431,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24432,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24433,12796,Monongahela Power Co.,59.39,41.09,72.5
24435,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24437,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24438,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24439,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24440,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24441,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24442,12796,Monongahela Power Co.,59.39,41.09,72.5
24445,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24445,12796,Monongahela Power Co.,59.39,41.09,72.5
24448,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24450,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24457,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24459,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24460,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24464,733,Appalachian Power Co.,52.6,36.59,58.52
24465,12796,Monongahela Power Co.,59.39,41.09,72.5
24467,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24471,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24472,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24473,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24476,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24477,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24479,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24482,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24483,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24483,733,Appalachian Power Co.,52.6,36.59,58.52
24484,12796,Monongahela Power Co.,59.39,41.09,72.5
24485,12796,Monongahela Power Co.,59.39,41.09,72.5
24485,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24486,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24501,733,Appalachian Power Co.,52.6,36.59,58.52
24502,733,Appalachian Power Co.,52.6,36.59,58.52
24503,733,Appalachian Power Co.,52.6,36.59,58.52
24504,733,Appalachian Power Co.,52.6,36.59,58.52
24506,733,Appalachian Power Co.,52.6,36.59,58.52
24517,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24520,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24521,733,Appalachian Power Co.,52.6,36.59,58.52
24522,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24522,733,Appalachian Power Co.,52.6,36.59,58.52
24523,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24523,733,Appalachian Power Co.,52.6,36.59,58.52
24526,733,Appalachian Power Co.,52.6,36.59,58.52
24526,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24527,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24527,733,Appalachian Power Co.,52.6,36.59,58.52
24528,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24529,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24530,733,Appalachian Power Co.,52.6,36.59,58.52
24531,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24531,733,Appalachian Power Co.,52.6,36.59,58.52
24534,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24536,733,Appalachian Power Co.,52.6,36.59,58.52
24538,733,Appalachian Power Co.,52.6,36.59,58.52
24538,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24540,733,Appalachian Power Co.,52.6,36.59,58.52
24540,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24541,733,Appalachian Power Co.,52.6,36.59,58.52
24549,733,Appalachian Power Co.,52.6,36.59,58.52
24549,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24550,733,Appalachian Power Co.,52.6,36.59,58.52
24550,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24551,733,Appalachian Power Co.,52.6,36.59,58.52
24553,733,Appalachian Power Co.,52.6,36.59,58.52
24554,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24554,733,Appalachian Power Co.,52.6,36.59,58.52
24555,733,Appalachian Power Co.,52.6,36.59,58.52
24555,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24556,733,Appalachian Power Co.,52.6,36.59,58.52
24557,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24558,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24562,733,Appalachian Power Co.,52.6,36.59,58.52
24563,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24566,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24566,733,Appalachian Power Co.,52.6,36.59,58.52
24569,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24570,733,Appalachian Power Co.,52.6,36.59,58.52
24571,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24571,733,Appalachian Power Co.,52.6,36.59,58.52
24572,733,Appalachian Power Co.,52.6,36.59,58.52
24574,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24574,733,Appalachian Power Co.,52.6,36.59,58.52
24577,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24578,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24579,733,Appalachian Power Co.,52.6,36.59,58.52
24579,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24580,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24581,733,Appalachian Power Co.,52.6,36.59,58.52
24586,733,Appalachian Power Co.,52.6,36.59,58.52
24586,3046,Carolina Power & Light Co.,74.34,57.46,90.23
24586,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24588,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24588,733,Appalachian Power Co.,52.6,36.59,58.52
24589,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24590,733,Appalachian Power Co.,52.6,36.59,58.52
24590,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24592,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24593,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24594,733,Appalachian Power Co.,52.6,36.59,58.52
24594,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24597,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24598,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24599,733,Appalachian Power Co.,52.6,36.59,58.52
24601,733,Appalachian Power Co.,52.6,36.59,58.52
24602,733,Appalachian Power Co.,52.6,36.59,58.52
24603,733,Appalachian Power Co.,52.6,36.59,58.52
24603,22053,Kentucky Power Co.,67.59,42.47,64.98
24604,733,Appalachian Power Co.,52.6,36.59,58.52
24605,733,Appalachian Power Co.,52.6,36.59,58.52
24606,733,Appalachian Power Co.,52.6,36.59,58.52
24607,733,Appalachian Power Co.,52.6,36.59,58.52
24609,733,Appalachian Power Co.,52.6,36.59,58.52
24612,733,Appalachian Power Co.,52.6,36.59,58.52
24613,733,Appalachian Power Co.,52.6,36.59,58.52
24614,733,Appalachian Power Co.,52.6,36.59,58.52
24619,733,Appalachian Power Co.,52.6,36.59,58.52
24620,733,Appalachian Power Co.,52.6,36.59,58.52
24620,22053,Kentucky Power Co.,67.59,42.47,64.98
24622,733,Appalachian Power Co.,52.6,36.59,58.52
24624,733,Appalachian Power Co.,52.6,36.59,58.52
24627,733,Appalachian Power Co.,52.6,36.59,58.52
24628,733,Appalachian Power Co.,52.6,36.59,58.52
24630,733,Appalachian Power Co.,52.6,36.59,58.52
24631,733,Appalachian Power Co.,52.6,36.59,58.52
24634,733,Appalachian Power Co.,52.6,36.59,58.52
24635,733,Appalachian Power Co.,52.6,36.59,58.52
24637,733,Appalachian Power Co.,52.6,36.59,58.52
24639,733,Appalachian Power Co.,52.6,36.59,58.52
24641,733,Appalachian Power Co.,52.6,36.59,58.52
24646,733,Appalachian Power Co.,52.6,36.59,58.52
24647,733,Appalachian Power Co.,52.6,36.59,58.52
24649,733,Appalachian Power Co.,52.6,36.59,58.52
24651,733,Appalachian Power Co.,52.6,36.59,58.52
24656,733,Appalachian Power Co.,52.6,36.59,58.52
24657,733,Appalachian Power Co.,52.6,36.59,58.52
24658,733,Appalachian Power Co.,52.6,36.59,58.52
24701,733,Appalachian Power Co.,52.6,36.59,58.52
24712,733,Appalachian Power Co.,52.6,36.59,58.52
24714,733,Appalachian Power Co.,52.6,36.59,58.52
24715,733,Appalachian Power Co.,52.6,36.59,58.52
24716,733,Appalachian Power Co.,52.6,36.59,58.52
24719,733,Appalachian Power Co.,52.6,36.59,58.52
24724,733,Appalachian Power Co.,52.6,36.59,58.52
24726,733,Appalachian Power Co.,52.6,36.59,58.52
24731,733,Appalachian Power Co.,52.6,36.59,58.52
24733,733,Appalachian Power Co.,52.6,36.59,58.52
24736,733,Appalachian Power Co.,52.6,36.59,58.52
24737,733,Appalachian Power Co.,52.6,36.59,58.52
24740,733,Appalachian Power Co.,52.6,36.59,58.52
24747,733,Appalachian Power Co.,52.6,36.59,58.52
24801,733,Appalachian Power Co.,52.6,36.59,58.52
24808,733,Appalachian Power Co.,52.6,36.59,58.52
24811,733,Appalachian Power Co.,52.6,36.59,58.52
24813,733,Appalachian Power Co.,52.6,36.59,58.52
24815,733,Appalachian Power Co.,52.6,36.59,58.52
24816,733,Appalachian Power Co.,52.6,36.59,58.52
24817,733,Appalachian Power Co.,52.6,36.59,58.52
24818,733,Appalachian Power Co.,52.6,36.59,58.52
24822,733,Appalachian Power Co.,52.6,36.59,58.52
24823,733,Appalachian Power Co.,52.6,36.59,58.52
24827,733,Appalachian Power Co.,52.6,36.59,58.52
24828,733,Appalachian Power Co.,52.6,36.59,58.52
24829,733,Appalachian Power Co.,52.6,36.59,58.52
24830,733,Appalachian Power Co.,52.6,36.59,58.52
24831,733,Appalachian Power Co.,52.6,36.59,58.52
24834,733,Appalachian Power Co.,52.6,36.59,58.52
24836,733,Appalachian Power Co.,52.6,36.59,58.52
24839,733,Appalachian Power Co.,52.6,36.59,58.52
24843,733,Appalachian Power Co.,52.6,36.59,58.52
24844,733,Appalachian Power Co.,52.6,36.59,58.52
24845,733,Appalachian Power Co.,52.6,36.59,58.52
24848,733,Appalachian Power Co.,52.6,36.59,58.52
24849,733,Appalachian Power Co.,52.6,36.59,58.52
24850,733,Appalachian Power Co.,52.6,36.59,58.52
24851,733,Appalachian Power Co.,52.6,36.59,58.52
24853,733,Appalachian Power Co.,52.6,36.59,58.52
24854,733,Appalachian Power Co.,52.6,36.59,58.52
24855,733,Appalachian Power Co.,52.6,36.59,58.52
24857,733,Appalachian Power Co.,52.6,36.59,58.52
24860,733,Appalachian Power Co.,52.6,36.59,58.52
24861,733,Appalachian Power Co.,52.6,36.59,58.52
24862,733,Appalachian Power Co.,52.6,36.59,58.52
24866,733,Appalachian Power Co.,52.6,36.59,58.52
24867,733,Appalachian Power Co.,52.6,36.59,58.52
24868,733,Appalachian Power Co.,52.6,36.59,58.52
24869,733,Appalachian Power Co.,52.6,36.59,58.52
24870,733,Appalachian Power Co.,52.6,36.59,58.52
24871,733,Appalachian Power Co.,52.6,36.59,58.52
24872,733,Appalachian Power Co.,52.6,36.59,58.52
24873,733,Appalachian Power Co.,52.6,36.59,58.52
24874,733,Appalachian Power Co.,52.6,36.59,58.52
24878,733,Appalachian Power Co.,52.6,36.59,58.52
24879,733,Appalachian Power Co.,52.6,36.59,58.52
24880,733,Appalachian Power Co.,52.6,36.59,58.52
24881,733,Appalachian Power Co.,52.6,36.59,58.52
24882,733,Appalachian Power Co.,52.6,36.59,58.52
24884,733,Appalachian Power Co.,52.6,36.59,58.52
24887,733,Appalachian Power Co.,52.6,36.59,58.52
24888,733,Appalachian Power Co.,52.6,36.59,58.52
24892,733,Appalachian Power Co.,52.6,36.59,58.52
24894,733,Appalachian Power Co.,52.6,36.59,58.52
24895,733,Appalachian Power Co.,52.6,36.59,58.52
24898,733,Appalachian Power Co.,52.6,36.59,58.52
24901,12796,Monongahela Power Co.,59.39,41.09,72.5
24910,12796,Monongahela Power Co.,59.39,41.09,72.5
24910,733,Appalachian Power Co.,52.6,36.59,58.52
24915,12796,Monongahela Power Co.,59.39,41.09,72.5
24916,12796,Monongahela Power Co.,59.39,41.09,72.5
24918,12796,Monongahela Power Co.,59.39,41.09,72.5
24918,733,Appalachian Power Co.,52.6,36.59,58.52
24920,12796,Monongahela Power Co.,59.39,41.09,72.5
24924,12796,Monongahela Power Co.,59.39,41.09,72.5
24925,12796,Monongahela Power Co.,59.39,41.09,72.5
24927,12796,Monongahela Power Co.,59.39,41.09,72.5
24931,733,Appalachian Power Co.,52.6,36.59,58.52
24931,12796,Monongahela Power Co.,59.39,41.09,72.5
24934,12796,Monongahela Power Co.,59.39,41.09,72.5
24935,12796,Monongahela Power Co.,59.39,41.09,72.5
24935,733,Appalachian Power Co.,52.6,36.59,58.52
24938,12796,Monongahela Power Co.,59.39,41.09,72.5
24941,733,Appalachian Power Co.,52.6,36.59,58.52
24941,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24941,12796,Monongahela Power Co.,59.39,41.09,72.5
24943,733,Appalachian Power Co.,52.6,36.59,58.52
24943,12796,Monongahela Power Co.,59.39,41.09,72.5
24944,12796,Monongahela Power Co.,59.39,41.09,72.5
24945,12796,Monongahela Power Co.,59.39,41.09,72.5
24945,733,Appalachian Power Co.,52.6,36.59,58.52
24946,12796,Monongahela Power Co.,59.39,41.09,72.5
24946,733,Appalachian Power Co.,52.6,36.59,58.52
24951,12796,Monongahela Power Co.,59.39,41.09,72.5
24951,733,Appalachian Power Co.,52.6,36.59,58.52
24954,12796,Monongahela Power Co.,59.39,41.09,72.5
24957,12796,Monongahela Power Co.,59.39,41.09,72.5
24962,12796,Monongahela Power Co.,59.39,41.09,72.5
24963,733,Appalachian Power Co.,52.6,36.59,58.52
24966,12796,Monongahela Power Co.,59.39,41.09,72.5
24966,733,Appalachian Power Co.,52.6,36.59,58.52
24970,12796,Monongahela Power Co.,59.39,41.09,72.5
24974,12796,Monongahela Power Co.,59.39,41.09,72.5
24976,12796,Monongahela Power Co.,59.39,41.09,72.5
24977,733,Appalachian Power Co.,52.6,36.59,58.52
24977,12796,Monongahela Power Co.,59.39,41.09,72.5
24981,12796,Monongahela Power Co.,59.39,41.09,72.5
24983,12796,Monongahela Power Co.,59.39,41.09,72.5
24983,733,Appalachian Power Co.,52.6,36.59,58.52
24984,12796,Monongahela Power Co.,59.39,41.09,72.5
24985,733,Appalachian Power Co.,52.6,36.59,58.52
24985,12796,Monongahela Power Co.,59.39,41.09,72.5
24986,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
24986,12796,Monongahela Power Co.,59.39,41.09,72.5
24991,12796,Monongahela Power Co.,59.39,41.09,72.5
24991,733,Appalachian Power Co.,52.6,36.59,58.52
25002,733,Appalachian Power Co.,52.6,36.59,58.52
25003,733,Appalachian Power Co.,52.6,36.59,58.52
25005,733,Appalachian Power Co.,52.6,36.59,58.52
25005,12796,Monongahela Power Co.,59.39,41.09,72.5
25007,733,Appalachian Power Co.,52.6,36.59,58.52
25008,733,Appalachian Power Co.,52.6,36.59,58.52
25009,733,Appalachian Power Co.,52.6,36.59,58.52
25015,733,Appalachian Power Co.,52.6,36.59,58.52
25019,733,Appalachian Power Co.,52.6,36.59,58.52
25019,12796,Monongahela Power Co.,59.39,41.09,72.5
25021,733,Appalachian Power Co.,52.6,36.59,58.52
25022,733,Appalachian Power Co.,52.6,36.59,58.52
25024,733,Appalachian Power Co.,52.6,36.59,58.52
25025,733,Appalachian Power Co.,52.6,36.59,58.52
25028,733,Appalachian Power Co.,52.6,36.59,58.52
25030,733,Appalachian Power Co.,52.6,36.59,58.52
25031,733,Appalachian Power Co.,52.6,36.59,58.52
25033,733,Appalachian Power Co.,52.6,36.59,58.52
25035,733,Appalachian Power Co.,52.6,36.59,58.52
25036,733,Appalachian Power Co.,52.6,36.59,58.52
25039,733,Appalachian Power Co.,52.6,36.59,58.52
25040,733,Appalachian Power Co.,52.6,36.59,58.52
25043,12796,Monongahela Power Co.,59.39,41.09,72.5
25043,733,Appalachian Power Co.,52.6,36.59,58.52
25044,733,Appalachian Power Co.,52.6,36.59,58.52
25045,12796,Monongahela Power Co.,59.39,41.09,72.5
25045,733,Appalachian Power Co.,52.6,36.59,58.52
25047,733,Appalachian Power Co.,52.6,36.59,58.52
25048,733,Appalachian Power Co.,52.6,36.59,58.52
25049,733,Appalachian Power Co.,52.6,36.59,58.52
25051,733,Appalachian Power Co.,52.6,36.59,58.52
25053,733,Appalachian Power Co.,52.6,36.59,58.52
25054,733,Appalachian Power Co.,52.6,36.59,58.52
25057,733,Appalachian Power Co.,52.6,36.59,58.52
25059,733,Appalachian Power Co.,52.6,36.59,58.52
25060,733,Appalachian Power Co.,52.6,36.59,58.52
25061,733,Appalachian Power Co.,52.6,36.59,58.52
25062,733,Appalachian Power Co.,52.6,36.59,58.52
25063,12796,Monongahela Power Co.,59.39,41.09,72.5
25064,733,Appalachian Power Co.,52.6,36.59,58.52
25067,733,Appalachian Power Co.,52.6,36.59,58.52
25070,733,Appalachian Power Co.,52.6,36.59,58.52
25071,733,Appalachian Power Co.,52.6,36.59,58.52
25075,733,Appalachian Power Co.,52.6,36.59,58.52
25076,733,Appalachian Power Co.,52.6,36.59,58.52
25081,733,Appalachian Power Co.,52.6,36.59,58.52
25082,733,Appalachian Power Co.,52.6,36.59,58.52
25083,733,Appalachian Power Co.,52.6,36.59,58.52
25085,733,Appalachian Power Co.,52.6,36.59,58.52
25088,733,Appalachian Power Co.,52.6,36.59,58.52
25090,733,Appalachian Power Co.,52.6,36.59,58.52
25093,733,Appalachian Power Co.,52.6,36.59,58.52
25102,733,Appalachian Power Co.,52.6,36.59,58.52
25103,733,Appalachian Power Co.,52.6,36.59,58.52
25106,733,Appalachian Power Co.,52.6,36.59,58.52
25107,733,Appalachian Power Co.,52.6,36.59,58.52
25108,733,Appalachian Power Co.,52.6,36.59,58.52
25109,733,Appalachian Power Co.,52.6,36.59,58.52
25110,733,Appalachian Power Co.,52.6,36.59,58.52
25111,733,Appalachian Power Co.,52.6,36.59,58.52
25113,12796,Monongahela Power Co.,59.39,41.09,72.5
25114,733,Appalachian Power Co.,52.6,36.59,58.52
25115,733,Appalachian Power Co.,52.6,36.59,58.52
25118,733,Appalachian Power Co.,52.6,36.59,58.52
25119,733,Appalachian Power Co.,52.6,36.59,58.52
25121,733,Appalachian Power Co.,52.6,36.59,58.52
25123,4062,Columbus Southern Power Co.,68.9,51.29,87.05
25123,733,Appalachian Power Co.,52.6,36.59,58.52
25124,733,Appalachian Power Co.,52.6,36.59,58.52
25125,733,Appalachian Power Co.,52.6,36.59,58.52
25126,733,Appalachian Power Co.,52.6,36.59,58.52
25130,733,Appalachian Power Co.,52.6,36.59,58.52
25132,733,Appalachian Power Co.,52.6,36.59,58.52
25133,12796,Monongahela Power Co.,59.39,41.09,72.5
25134,733,Appalachian Power Co.,52.6,36.59,58.52
25136,733,Appalachian Power Co.,52.6,36.59,58.52
25139,733,Appalachian Power Co.,52.6,36.59,58.52
25140,733,Appalachian Power Co.,52.6,36.59,58.52
25141,12796,Monongahela Power Co.,59.39,41.09,72.5
25142,733,Appalachian Power Co.,52.6,36.59,58.52
25143,733,Appalachian Power Co.,52.6,36.59,58.52
25148,733,Appalachian Power Co.,52.6,36.59,58.52
25149,733,Appalachian Power Co.,52.6,36.59,58.52
25152,733,Appalachian Power Co.,52.6,36.59,58.52
25154,733,Appalachian Power Co.,52.6,36.59,58.52
25159,733,Appalachian Power Co.,52.6,36.59,58.52
25160,733,Appalachian Power Co.,52.6,36.59,58.52
25161,733,Appalachian Power Co.,52.6,36.59,58.52
25162,733,Appalachian Power Co.,52.6,36.59,58.52
25164,12796,Monongahela Power Co.,59.39,41.09,72.5
25164,733,Appalachian Power Co.,52.6,36.59,58.52
25165,733,Appalachian Power Co.,52.6,36.59,58.52
25168,733,Appalachian Power Co.,52.6,36.59,58.52
25169,733,Appalachian Power Co.,52.6,36.59,58.52
25173,733,Appalachian Power Co.,52.6,36.59,58.52
25174,733,Appalachian Power Co.,52.6,36.59,58.52
25177,733,Appalachian Power Co.,52.6,36.59,58.52
25180,733,Appalachian Power Co.,52.6,36.59,58.52
25181,733,Appalachian Power Co.,52.6,36.59,58.52
25183,733,Appalachian Power Co.,52.6,36.59,58.52
25186,733,Appalachian Power Co.,52.6,36.59,58.52
25187,733,Appalachian Power Co.,52.6,36.59,58.52
25193,733,Appalachian Power Co.,52.6,36.59,58.52
25202,733,Appalachian Power Co.,52.6,36.59,58.52
25204,733,Appalachian Power Co.,52.6,36.59,58.52
25205,733,Appalachian Power Co.,52.6,36.59,58.52
25206,733,Appalachian Power Co.,52.6,36.59,58.52
25208,733,Appalachian Power Co.,52.6,36.59,58.52
25209,733,Appalachian Power Co.,52.6,36.59,58.52
25211,12796,Monongahela Power Co.,59.39,41.09,72.5
25213,733,Appalachian Power Co.,52.6,36.59,58.52
25214,733,Appalachian Power Co.,52.6,36.59,58.52
25234,12796,Monongahela Power Co.,59.39,41.09,72.5
25235,12796,Monongahela Power Co.,59.39,41.09,72.5
25239,733,Appalachian Power Co.,52.6,36.59,58.52
25239,4062,Columbus Southern Power Co.,68.9,51.29,87.05
25241,733,Appalachian Power Co.,52.6,36.59,58.52
25243,12796,Monongahela Power Co.,59.39,41.09,72.5
25243,733,Appalachian Power Co.,52.6,36.59,58.52
25244,12796,Monongahela Power Co.,59.39,41.09,72.5
25245,733,Appalachian Power Co.,52.6,36.59,58.52
