MarketName,Street,City,County,State,Zipcode,Longitude,Latitude
Ashby Farmers Market,"Town Common, Main Street, Rte 119",Ashby,,Massachusetts,1431,-71.8208,42.6778
Ashdown Farmers Market,Block of East Main St.,Ashdown,Little River,Arkansas,71822,-94.131,33.6747
Ashe County Farmers Market,108 Backstreet,West Jefferson,Ashe,North Carolina,28694,-81.493514,36.402494
Asheville City Market,161 South Charlotte St.,Asheville,Buncombe,North Carolina,28801,-82.5486,35.5937
Ashfield Farmers Market,Ashfield Town Common,Ashfield,Franklin,Massachusetts,1330,-72.790325,42.525744
Ashfield Farmers Market,Main St & Baptist Corner Rd,Ashfield,,Massachusetts,1330,,
ASHFORD FARMERS’ MARKET,"Pompey Hollow Park, across from the Town Hall",Ashford,Windham,Connecticut,,-72.1646,41.8663
Ashland Area Farmers Market,200th Block Chapple Ave,Ashland,Ashland,Wisconsin,54846,-90.8907,46.5882
Ashland Farmers Market,125 Front Street,Ashland,Middlesex,Massachusetts,1721,-71.461125,42.259924
Ashland Farmers Market,121 Thompson St.,Ashland,Hanover,Virginia,23005,-77.483403,37.758687
Ashland Saturday Market,Oak Street,Ashland,Jackson,Oregon,97520,-122.714,42.1974
Ashland Tuesday Market,1420 East Main,Ashland,Jackson,Oregon,97520,-122.692,42.1945
Ashland United Methodist Church Farmers Market,2600 Ashland Road,Columbia,Richland,South Carolina,29210,-81.1279,34.0412
Ashley County Farmers Market,Highway 82,Crossett,Ashley,Arkansas,71635,-91.9664,33.1353
Ashley Farmers Market,"On East Main Street,",Ashley,McIntosh County,North Dakota,,-99.3684,46.0344
Ashley Valley Farmers' Market (Vernal),Old Dinosaur Gardens on Main Street (~240East),Vernal,Uintah,Utah,,-109.5240917,40.45574722
Ashmont/Peabody Square Farmers Market,Opposite 1911 Dorchester Ave,Dorchester,Suffolk,Massachusetts,2124,-71.0643572,42.2855835
Ashotn Farmers Market,Off Main Street,Ashton,Fremont,Idaho,83420,-111.446,44.0714
Ashtabula Farmers Market,1119 Bridge Street,Ashtabula,,Ohio,44004,-80.7998,41.8995
Aspen Saturday Market,East Hopkins and South Hunter,Aspen,Pitkin,Colorado,81611,-106.817,39.1894
Astoria Greenmarket,14 St - 31 Ave & 31 Rd,Queens,Queens,New York,11106,-73.9325,40.7677
Astoria Sunday Market,12th Street,Astoria,Clatsop,Oregon,97103,-123.830145,46.189282
ASU Farmers Market,300 E Orange Mall,Tempe,Maricopa,Arizona,85281,-111.9349065,33.418338
ASU Regional Farmers Market,3300 Aggie Road,Jonesboro,Craighead,Arkansas,72401,-90.667386,35.840745
ASUEP Natchez Farmers Market,199 St. Catherine Street,Natchez,Adams,Mississippi,39120,-91.384921,31.556011
ATACs Capitan Farmers Market,115 Smokey Bear Blvd.,Capitan,,New Mexico,88316,-105.573,33.5455
Atascadero Farmers Market,Albertson's parking lot on El Camino Real,Atascadero,,Calafornia,93422,-120.664,35.4858
Atascadero Farmers Market,Morro Road & El Camino Real,Paso Robles,San Luis Obispo,California,93447,-120.667,35.4882
Atascadero Main Street CFM,Palma & Entrada,Atascadero,San Luis Obispo,California,93422,-120.669,35.4901
Atchison Farmers Market,Between 4th & 6th on Main St.,Atchison,Atchison,Kansas,66002,-95.119747,39.560806
Athen Farmers Market,Wilson Park,Athens,Calhoun,Michigan,49011,-85.235,42.0885
Athens Farmers Market,"409 Green Street, West",Athens,Limestone,Alabama,35612,-86.9735,34.8013
Athens Farmers Market,Jefferson St.,Athens,,Illinois,62613,-89.723,39.9602
Athens Farmers Market,705 Sunset Dr.,Athens,Clarke,Georgia,30606,-83.412972,33.964184
Athens Farmers Market,301 College Ave,Athens,Clarke,Georgia,30601,-83.376069,33.959771
Athens Farmers Market,1000 East State Street,Athens,Athens,Ohio,45701,-82.057915,39.335982
"Athens Farmers Market, LLC",300 Sunset Drive (Bishop Park),Athens,Clarke,Georgia,30606,,
Athens Locally Grown,670 W. Broad Street,Athens,Clarke,Georgia,30603,-83.383849,33.956318
Atherton Market,2104 South Boulevard,Charlotte,Mecklenburg,North Carolina,28203,-80.86127,35.20844
Athol Farmers Market,Athol Uptown Common,Athol,Worcester,Massachusetts,1331,-72.2158367,42.5892837
Atkinson NH Farmers Market,1 Kip Cam Road,Atkinson,Rockingham,New Hampshire,3811,-71.190087,42.85555
Atlanta State Farmers Market,16 Forest Parkway,Forest Park,Clayton,Georgia,30927,-84.4009,33.6168
Atlantic City Farmers' Market,1200 Atlantic Avenue between North & South Carolina Avenues,Atlantic City,Atlantic,New Jersey,8401,-74.4256,39.363
Atlantic Farmers Market,1200 7th Street E.,Atlantic,Cass,Iowa,50022,-94.9965,41.4043
Atlantic Highlands Chamber of Commerce Farmers' Market,111 First Avenue,Atlantic Highlands,Monmouth,New Jersey,7716,-74.0389,40.4128
Atlas Park Greenmarket,Cooper & 80th St (Upper level SW Corner),Queens,Queens,New York,11379,-73.870053,40.709272
Atmore Farmers Market,201 East Louisville Avenue,Atmore,Escambia,Alabama,36504,-87.4926,31.0243
Attala County Farmers Market,515 Knox Road,Kosciusko,Attala,Mississippi,39090,-89.5801,33.0637
Attleboro Farmers Market,"732 Park Street, Finberg Field",Attleboro,Bristol,Massachusetts,2703,-71.285608,41.944544
Attleboro/Our Lady of LaSalette,947 Park Street,Attleboro,Bristol,Massachusetts,2703,-71.2603301,41.9310825
Atwater Village Farmers' Market,3250 Glendale Blvd.,Los Angeles,Los Angeles,California,90039,-118.2603,34.11838
Auburn Dewitt Center Farmers Market,"DeWitt Center, B Avenue at First Street",Auburn,Placer,California,95602,-121.098,38.9218
Auburn Farmer's Market,corner of Fourth Avenue and Mt. Moriah Road,Auburn,Barrow,Georgia,30011,-83.828,34.0137
Auburn Farmers Co-op Market Inc.,97 state street,Auburn,Cayuga,New York,13021,-76.57035,42.93381
Auburn Farmers Market,Courthouse Square,Auburn,Placer,Indiana,46706,-85.0514,41.3606
Auburn Farmers Market,Auburn Presbyterian Church,Auburn,Shawnee,Kansas,66402,-95.8156,38.9101
Auburn Farmers Market,"369 Southbridge St, Auburn Library Parking Lot, Rte 12",Auburn,,Massachusetts,1501,-71.8358,42.2047
Auburn Hills Farmers Market,3308 Auburn Rd,Auburn Hills,Oakland,Michigan,48326,-83.2225,42.633
Auburn International Farmers Market,23 A Street SW,Auburn,King,Washington,98001,-122.231697,47.306682
Auburn Lake of Pines Farmers Market,Red Wagon Restaurant parking lot,Auburn,Placer,California,95603,-121.051,39.0214
Auburn Marketplace Farmers Market,Lincoln Way & Cherry Ave.,Auburn,Placer,California,95603,-121.068,38.9007
Auburn Old Town Farmers Market,Auburn-Folsom Rd. & Lincoln Way,Auburn,Placer,California,95603,-121.076,38.8961
Audubon Farmers Market,Johnson Street NE and 27th Ave NE,Minneapolis,Hennepin,Minnesota,55418,-93.237129,45.016819
Audubon Farmers Market,"City Park, east side",Audubon,Audubon,Iowa,50025,-94.9375,41.7386
Augsburg Farmers Market,7th St S and 22 Ave S,Minneapolis,Hennepin,Minnesota,,-93.2407,44.9665
Augusta Farmers' Market at Mill Park,"Mill Park, Rt. 104",Augusta,Kennebec,Maine,4330,-69.7725,44.3074
Augusta State Farmer's Market,1150 5TH STREET,AUGUSTA,Richmond,Georgia,30901,-81.9641247,33.462514
Aurora Community Farmers Market,208 16th St.,Aurora,Hamilton,Nebraska,68818,-97.9965419,40.8587442
Aurora Farmers Market,333 North Havana Street,Aurora,Arapahoe,Colorado,,-104.867,39.7215
Aurora Local Farmer's Market - Summer Market,Oak Street & Park Avenue,Aurora,Lawrence,Missouri,65605,-93.720373,36.969899
Aurora Local Farmers' Market,Park Ave. and Church St,Aurora,Lawrence,Missouri,65605,-93.71669009,36.97063029
Aurora's Farmers Market Downtown,233 N. Broadway,Aurora,Kane,Illinois,60505,-88.308833,41.761885
Aurora's Farmers Market East,"Our Lady of Mercy Catholic Church, 701 S. Eola Road",Aurora,DuPage,Illinois,60504,-88.24825,41.743448
Aurora's Farmers Market West,1901 W. Galena Boulevard,Aurora,Kane,Illinois,60506,-88.362363,41.76481
Ausable Valley Farmers Market,,Ausable Forks,Essex,New York,12912,-73.6676,44.4427
Austin (Chicago) Farmers Market,5600 W. Madison St.,Chicago,Cook,Illinois,60644,-87.626,41.8851
Austin Farmer's Market,Oakland Ave & 4th Street NE,Austin,Mower,Minnesota,55912,-92.9698299,43.6665583
Austin Farmer's Market - Winter Indoor Market,1301 18th Ave NW,Austin,Mower,Minnesota,55912,-92.9905169,43.6848112
Austin Farmers Market Association III,1416 Montopolis Drive,Austin,Travis,Texas,78757,-97.7003,30.2298
Austin Farmers Market Association VI,7500 Blessing,Austin,Travis,Texas,78752,-97.693,30.332
Ava Farmers Market,Main St. & Fifth,Ava,Jackson,Illinois,62907,-89.4946,37.8883
Ava Growers' Market,Center of the Square in Ava MO,Norwood,Wright,Missouri,65717,-92.4148865,37.1083858
Aventura mall market,19501 biscayne boulevard,adventura,Miami-Dade,Florida,33138,-80.17362,25.87024
Avery County Farmers Market,Newland Elementary School Parking Lot Highway 18,Newland,Avery County,North Carolina,,-81.9219,36.0822
Avila Beach Farmers Market,Front Street Promenade,Avila Beach,San Luis Obispo,California,93424,-120.733,35.1786
Avon Market Days,270 East Main St.,Avon,Livingston,New York,14414,-77.733822,42.910709
Avon Park Farmers Market,Donoldson Park,Avon Park,,Florida,33825,-81.5062,27.5959
Avondale Farmers Market,92 Watch Hill Road,Westerly,WASHINGTON,Rhode Island,,-71.8303,41.3341
Avondale Farmers Market at Friendship Park,12325 W. McDowell Rd.,Avondale,Maricopa,Arizona,85392,-112.321419,33.462255
Awendaw Farmers and Fresh Seafood Market,6971 Doar Rd.,Awendaw,Charleston,South Carolina,29429,-79.644,32.9901
AYA Community Markets,"4th Street and I Street, SW",Washington,District of Columbia,District of Columbia,20020,-77.0175504,38.8792834
Ayer Farmers Market,"70 Main Street, MBTA Parking lot",Ayer,,Massachusetts,1432,-71.5894,42.56
Azalea Street Marketplace,506 West Drive,Rosepine,Beauregard,Louisiana,70659,-93.2905,30.854
Aztec Farmers' Market,1409 W Aztec Blvd.,Aztec,San Juan,New Mexico,,-108.0099,36.82692
B2B (Back to Basics) Farmers' Market,Hwy 59 and Hwy 76 in Anderson MO,Anderson,McDonald,Missouri,64831,-94.4425765,36.6521292
B2B (Back to Basics) Farmers' Market,Business 71,Anderson,McDonald,Missouri,64831,-94.4265963,36.6396152
Back Mountain Farmers Market,Grounds of Back Mountain Memorial Library,Dallas,Luzerne,Pennsylvania,18612,-75.963,41.3327
"Badseed ""Funky"" Farmers' Market",1909 McGee St,Kansas City,Jackson,Missouri,64108,-94.5802367,39.0899426
Bagley Area Farmrs Market,US Highway 2 and Getchell Avenue,Bagley,Clearwater,Minnesota,56621,-95.397,47.5218
Bagnell Dam Farmers' Market,Bagnell Dam Strip,Lake Ozark,Camden,Missouri,65049,-92.6417,38.1973
Bainbridge Island Farmers' Market,280 Madison Avenue North,Bainbridge Island,Kitsap,Washington,98110,-122.51907,47.626015
Baker City Farmers Market,Geiser-Pollman Park at Tampbell and Grove Streets,Baker City,Baker,Oregon,97814,-117.828,44.7814
Bakersfield Downtown St Faire,2100 Chester Avenue,Bakersfield,KERN,California,,-119.019,35.3782
Bakersfield Health Dept CFM,1800 Mt. Vernon Ave.,Bakersfield,KERN,California,,-118.968,35.383
Bakersfield Mt. Vernon Farmers Market,Mt. Vernon & BC Football Field,Lindsay,Kern,California,93247,-119.088,36.203
Bakersfield Wall St. Alley Farmers Market,30th & F Street,Bakerfield,Kern,California,93309,-119.023,35.3867
Bakersville Farmers Market,86 North Mitchell Avenue,Bakersviile,Mitchell,North Carolina,28705,-82.1572,36.0159
BALD EAGLE VALLEY METHODIST CHURCH,"111 Runville Road, Runville, PA 16823",Runville,Centre County,Pennsylvania,,-77.839,40.963
Baldwin City Farmers' Market,High Street (Downtown),Baldwin City,Douglas,Kansas,66006,-95.188036,38.774763
Baldwin Farmers Market,2754 Grand Ave,"Baldwin, Nassau County",,New York,11510,-73.6128,40.6424
Baldwin Lake Vegetable Market,45437 Lucky Baldwin Ranch Rd.,Big Bear City,,California,92314,-116.811,34.2891
Baldwin Park Farmers Market,Baldwin Park - Cesar Chavez & Ramond,Baldwin Park,Los Angeles,California,91706,-117.965,34.0856
Ballard County Farmers' Market,328 East KY Dr,La Center,Ballard,Kentucky,42056,-88.969956,37.073591
Ballard Farmers Market,5300 Ballard Ave NW,seattle,King,Washington,98127,-122.38438,47.667273
Ballston Farmers Market,1000 North Glebe Road,Arlington,,Virginia,22207,-77.1165,38.8826
Ballston FRESHFARM Market,901 N Taylor St,Ballston,Arlington,Virginia,22203,-77.112179,38.881112
Ballston Spa Farmers Market,"Wiswall Park, Front & Low Streets",Ballston Spa,Saratoga,New York,12020,-73.849947,43.002246
Balsam Lake Farmers Market,Pine Park,Balsam Lake,Polk,Wisconsin,54810,-92.4571,45.4511
Baltimore County Farmers' Market,2200 York Road,Lutherville=Timonium,Baltimore,Maryland,21093,-76.6264,39.4398
Baltimore Farmers Market,1360 W Market St,Baltimore,Fairfield,Ohio,43105,-82.61776,39.84566
Baltimore Farmers' Market,400 unit block of Saratoga Street,Baltimore,Baltimore City,Maryland,21210,-76.621478,39.2929004
Bancroft Street Farmers Market,2702 S 10th St.,Omaha,,Nebraska,68114,-95.93,41.2339
Bangor Farmers Market,Center St. & Monroe St.,Bangor,Van Buren,Michigan,49056,-86.109378,42.312608
Bar Harbor Eden Farmers Market,"YMCA parking lot, Main St. (Rt. 3,) 21 Park Street",Bar Harbor,,Maine,4609,-68.2043,44.383
Barberville Family Farm Swap & Market,Lemmon road and Highway 40,Barberville,Volusia,Florida,32130-0732,-81.429977,29.180342
Barbour County Community Garden Market,309 S. Main St,Philippi,Barbour,West Virginia,26416,-80.035315,39.146171
Barbour County Farmers Market,241 Broad Street,Eufaula,Barbour,Alabama,36072,-85.1431,31.8929
Bardstown Farmers Market,East Flaget,Bardstown,Nelson,Kentucky,40004,-85.465096,37.810079
Barham Cattle Company & Family Farm,16600 NE 128th Street,Kearney,Clay,Missouri,64060,-94.37225,39.325678
Barker Farmers Market,"Main St., & Quaker Rd.",Barker,Niagara,New York,14012,-78.5548023,43.3301158
Barker's Island Farmers Market,Highway 2\53 & Marina Drive,Superior,Douglas,Wisconsin,54880,-92.06206,46.72223
Barnegat Farmers Market,East Bay Ave. and Rt. 9,Barnegat,Ocean,New Jersey,8005,-74.2225,39.7536
Barnesville Farmers Market,300 E.Church St.,Barnesville,Belmont,Ohio,43713,-81.1739,39.9881
Barnesville/Lamar County Farmers Market,Market Street,Barnesville,Lamar,Georgia,30204,-84.1573,33.0515
Barr Street Market,302 East Berry Street,Fort Wayne,,Indiana,46802,-85.1359,41.0796
Barre Farmer's Market,,Barre,Worcester,Massachusetts,1005,-72.105138,42.421809
Barre Farmers Market,,Barre,Washington,Vermont,5641,-72.498436,44.194021
Barren County Regional Farmers' Market,318 W Washington Ave,Glasgow,Barren,Kentucky,42142,-85.91528,36.99604
Barrington Farmers Market,Cook and Lake Cook Roads,Barrington,Cook,Illinois,60010,-88.1348,42.1524
Barrington Farmers Market,Ace Hardware Parking Lot; County Road and Rumstick Road,Barrington,Bristol,Rhode Island,2806,-71.3022,41.7231
Barrington Farmers Market,Int. Rts. 9 & 25,Barrington,Strafford,New Hampshire,3825,-71.0469,43.2228
Barry University Green Market,11300 NE 2nd Avenue,Miami Beach,Miami-Dade,Florida,33139,-80.1967,25.8785
Barstow Market Festival Farmers Market,"East Main St.,From Barstow to 2nd",Barstow,San Bernardino,California,92312,-117.023,34.8988
Bartel-Pritchard Square Greenmarket,Prospect Pk W & 15 St,Brooklyn,Kings,New York,11215,-73.9798,40.6612
Bartlesville Farmers Market,217 Southeast Adams Boulevard,Bartlesville,Washington,Oklahoma,74003,-95.9768,36.7465
Bartlett Farmers Market,203 Main St.,Bartlett,Cook,Illinois,60103,-88.1846,41.9899
Bartlett Station Farmers Market,2629 Bartlett Blvd,Bartlett,Shelby,Tennessee,38134,-89.872467,35.197317
Barton Creek Farmers Market,2901 Capital of TX Hwy. S.,Austin,,Texas,78746,-97.7557,30.3222
Barton Creek Farmers Market,Highland Mall - 6001 Airport Blvd,Austin,,Texas,78752,-97.7157,30.3244
Basalt Sunday Market,Lion's Park and Midland Spur Rd.,Basalt,Eagle,Colorado,,-107.036,39.3688
Basin Farmers Market,Wyoming Ave. & 4th St.,Basin,Big Horn,Wyoming,82410,-108.039,44.3765
Bass Lake Center Farmers Market,12700 Bass Lake Rd.,Maple Grove,,Minnesota,55369,-93.445,45.0658
Bass River Farmers Market,311 Old Main Street,South Yarmouth,Barnstable,Massachusetts,2664,-70.18536377,41.66583252
Bastrop 1832 Farmers Market,1302 Chestnut Street,Bastrop,Bastrop,Texas,78602,-97.312067,30.110719
Batavia Farmers Market,28 S.Waters St.,Batavia,Kane,Illinois,60510,-88.310444,41.849249
Bath County Farmers Market,Main Street Hot Springs Va,Hot Springs,Bath,Virginia,24445,-79.833416,38.000452
Bath County Farmers' Market,2914 East Highway 60,Owingsville,Bath,Kentucky,40360,-83.720326,38.138877
Bath Farmers Market,"13751 Main St, Bath, MI 48808",Bath,Clinton,Michigan,48808,-84.449093,42.816181
Bath Farmers Market,5959 Park Lake Rd,Bath,Clinton,Michigan,48808,-84.444215,42.7935821
Bath Saturday Farmers Market,"Pultney Park, Steuben St",Steuben,Steuben,New York,,-75.5123,42.9467
Bath Winter and Summer Market,Water Front Park(summer) 150 Congress Ave (Winter),Bath,Sagadahoc,Maine,4530,-69.8318,43.9141
Batten's Farmers Market and Davie Agri-Tourism Center,5151 SW 64th Ave,Davie,Broward,Florida,33314,-80.233914,26.05639
Battle Creek Farmers Market,Festival Market Square at the corner of Jackson and McCamly,Battle Creek,Calhoun,Michigan,49017,-85.185156,42.319796
Battle Creek Farmers Market,5500 Armstrong Road,Battle Creek,Calhoun,Michigan,49037,-85.291243,42.343376
Battlefield Farmers Market,10052 Hwy. 27 N.,Rock Spring,Walker,Georgia,30739,-85.247992,34.848759
Baxter Farmers Market,Parking lot of Revolution Cycle,Baxte,Jasper,Iowa,55028,-93.1496,41.8251
Bay County Farmers Market,105 Adams St,Bay City,Bay,Michigan,48708,-83.8881,43.5895
Bay County Farmers Market,2230 East 15th Street,Panama City,Bay,Florida,32412,-85.6338,30.1748
Bay Ridge Greenmarket,3rd Ave & 95 St.,New York,Kings,New York,11209,-74.0321,40.617
Bayberry Plaza Farmers Market,"Bayberry Plaza, Kinney lot, 7608 Oswego Rd",Liverpool,Onondaga,New York,13090,-76.2254,43.1389
Bayfield Farmer's Market,US Hwy 160 - Roadside Park,Bayfield,,Colorado,81122,-107.598,37.2256
Bayfield Lion's Club Farmers Market,,Bayfield,,Wisconsin,54814,-90.81824,46.810767
Bayou City Farmers Market,3000 Richmond Avenue,Houston,Harris,Texas,77098,-95.4229,29.7342
Bayou Teche Market,203 New Market St.,St. Martinville,St. Martin,Louisiana,70582,-91.8267,30.1241
Bayport Farmers Market,,Bayport,Washington,Minnesota,55003,-92.7794,45.019
Bayside Farmers Market,399 North State Street,St. Ignace,Mackinac,Michigan,49781,-84.7284,45.8689
Bayview Farmers Market,5644 Bayview Road,Langley,Island,Washington,98260,-122.4611,48.00621
Bayview Farmers Market,Bayview Road,Langley,,Washington,98260,,
Bayville Farmers Market,corner of Bayville and Ludlum Avenues,New York,Nassau,New York,11530,-73.5492,40.9053
Baywood Los Osos Farmers Market,2nd & Santa Maria Streets by the bay,Baywood,,Calafornia,93402,-120.841,35.3282
Baywood/Los Osos Certified Farmers Market,2nd Street & Santa Maria,Baywood,San Luis Obispo,California,93412,-120.840899,35.328154
Be Local Winter Farmer's Market,Opera Galleria 123 N College Ave,Fort Collins,,Colorado,80521,-105.078,40.5878
Beaches Green Market,Jarboe Park @ A1A and Florida Blvd,Neptune Beach,Duval,Florida,32266,-81.397502,30.314635
Beacon Facility Farmer's Market,6501 Beacon drive,Kansas City,Jackson,Missouri,64133,-94.506628,39.009088
Beacon Farmers Market,"Ferry Dock, Train Station Parking Lot",Beacon,Dutchess,New York,,-73.986534,41.504723
Bear Creek Farmers Market,CC Shook Park,Belmont,,Mississippi,38827,-88.2108,34.5108
